trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,0.203224067,0.003456183,0.001749057,0.001341467,0.001333871,0.001509591,0.001907587,0.003054031,0.026444334,0.001438816,0.00263675,0.002383334,0.002950219,0.002677466,0.003649082
2.0,0.000968096,0.003405128,0.003424321,0.003511264,0.003682931,0.003805859,0.003987391,0.004204472,0.004559245,0.004420916,0.004548265,0.004707295,0.004940369,0.005011466,0.005269942
3.0,0.002932974,0.003313816,0.003470166,0.003678098,0.003662014,0.003900802,0.013387368,0.004254776,0.004449412,0.004655046,0.004549663,0.004816789,0.00484613,0.005146954,0.005279124
4.0,0.003017693,0.003231879,0.00318108,0.003642638,0.003672675,0.003924921,0.013941269,0.004274825,0.004479911,0.004678459,0.004778989,0.004910975,0.004800365,0.005199408,0.005247984
5.0,0.003146261,0.003330163,0.002381678,0.001283428,0.001978717,0.002087165,0.007827501,0.001537438,0.002494233,0.001792337,0.002468306,0.001384403,0.001462236,0.002633931,0.002958308
6.0,0.001042876,0.00160077,0.001880976,0.001980643,0.001416965,0.002136361,0.007462154,0.00123619,0.001350586,0.001358616,0.001360779,0.002798161,0.002529891,0.001613352,0.001630899
7.0,0.000925074,0.000972821,0.001009007,0.001034633,0.001482509,0.001721303,0.008545802,0.00217738,0.005880398,0.002058473,0.002476686,0.002222174,0.001810624,0.002907477,0.002123778
8.0,0.001711638,0.00129838,0.001893131,0.001647962,0.00194623,0.001649125,0.006473417,0.003832215,0.004343781,0.002589044,0.001688507,0.002223187,0.002731905,0.002002726,0.001659347
9.0,0.001168078,0.001006679,0.00290338,0.003479245,0.001120221,0.003269742,0.011008687,0.007278014,0.004412336,0.005826712,0.008521324,0.003198017,0.001909296,0.002799427,0.00289306
10.0,0.001668278,0.001911368,0.001214641,0.002382894,0.001605909,0.001151048,0.006090361,0.001237247,0.00164207,0.004490389,0.00453231,0.004684031,0.004969401,0.005126907,0.005380606
11.0,0.003116908,0.003268506,0.003423728,0.003578541,0.003624111,0.003914788,0.013451091,0.004214047,0.004390012,0.00459662,0.004441947,0.004503368,0.004876322,0.00511725,0.005308024
12.0,0.003251858,0.00312017,0.003409405,0.003541369,0.003592646,0.003820502,0.013444155,0.004124112,0.004364457,0.004457854,0.004532464,0.004665006,0.004927771,0.005138177,0.005334839
13.0,0.003110828,0.003227556,0.003497737,0.003612146,0.003610744,0.003145936,0.011385216,0.003988357,0.003995721,0.002489519,0.003589598,0.001657285,0.001547619,0.001613121,0.002940506
14.0,0.000930078,0.00096402,0.000985771,0.0010445,0.00133721,0.002051343,0.008576365,0.001882785,0.002374941,0.001685988,0.001693744,0.001539535,0.002794858,0.00281208,0.002947236
15.0,0.001629354,0.001829081,0.001332053,0.001905919,0.001161869,0.002100867,0.007913944,0.002235332,0.002493552,0.002445288,0.004420182,0.004815893,0.004948062,0.005159132,0.005128008
16.0,0.00311887,0.00324999,0.003388969,0.003551636,0.003641722,0.00381245,0.014226892,0.004017474,0.004388921,0.004559124,0.004551079,0.004024497,0.001757453,0.002865505,0.005967204
17.0,0.001427123,0.001392127,0.0012294,0.001037459,0.001053484,0.001128234,0.009645638,0.004169846,0.004451248,0.004461398,0.004546242,0.004472873,0.004967583,0.00498977,0.005365972
18.0,0.00305553,0.003349512,0.003410628,0.003535546,0.003701357,0.003882285,0.013439379,0.004221519,0.004694896,0.004518569,0.004663054,0.004776063,0.00491392,0.005216387,0.014998198
19.0,0.000864674,0.002241513,0.003455193,0.004371723,0.001726467,0.003184774,0.00607564,0.001540545,0.004489675,0.004491453,0.004556227,0.004781245,0.004954208,0.005081396,0.005430653
20.0,0.002969477,0.003339002,0.003438593,0.003656801,0.003661414,0.003826418,0.013555884,0.004241955,0.004487011,0.004616954,0.004664976,0.004939291,0.004800389,0.005174823,0.005372209
21.0,0.003185286,0.003518284,0.003354693,0.003673854,0.003745966,0.003978719,0.013837613,0.004307136,0.004661482,0.004758952,0.004747531,0.00488157,0.004743905,0.005349044,0.005619077
22.0,0.003116335,0.003352435,0.003516752,0.00358231,0.003644362,0.004019862,0.013629299,0.004196677,0.004508444,0.004509872,0.004646712,0.00484765,0.004975482,0.005219318,0.005433086
23.0,0.003101117,0.003361415,0.003437905,0.003723282,0.003693111,0.003846453,0.013432998,0.004313776,0.004406745,0.004678537,0.004613357,0.004794513,0.004960835,0.00520012,0.005365873
