trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,0.56306348,0.167306505,0.004749336,0.021151257,0.003140797,0.0056276,0.00972513,0.009269035,0.006088777,0.008348397,0.005950795,0.005685392,0.009625699,0.020933317,0.01202549,0.009960765,0.024271807,0.016739938,0.019803273,0.017540404
2.0,0.002427815,0.012020975,0.001706532,0.002304161,0.011660834,0.001247156,0.001919642,0.001573869,0.001147182,0.001215078,0.00119816,0.001071198,0.001539907,0.000887651,0.002159993,0.002908628,0.001213234,0.001942373,0.003642431,0.002219608
3.0,0.004048244,0.142510135,0.003635388,0.002401172,0.000772673,0.092868158,0.004083939,0.004537095,0.007013674,0.006283297,0.006154196,0.006249296,0.015626362,0.032728188,0.008179922,0.004547909,0.011175997,0.010931261,0.005081972,0.016389786
4.0,0.00253744,0.440101632,0.006825083,0.004587352,0.003015901,0.133570304,0.008826382,0.011726808,0.01161891,0.003408936,0.006689523,0.005314454,0.005626707,0.007024538,0.001985476,0.121301886,0.032294389,0.019127345,0.01791806,0.043112542
5.0,0.003130057,0.175398204,0.015275368,0.000577128,0.000858621,0.000695021,0.000751263,0.000668945,0.000442459,0.000772293,0.000612853,0.000751813,0.000771417,0.000782515,0.000720234,0.000707925,0.000928227,0.000573224,0.000490211,0.000932429
6.0,0.013849522,0.407367171,0.001179486,0.000592578,0.000646565,0.000767364,0.00066036,0.000340422,0.000332505,0.000430569,0.011293354,0.001731101,0.001450098,0.000762987,0.001691074,0.002606456,0.001171667,0.001098526,0.001507288,0.001674442
7.0,0.00159303,0.004698931,0.022302004,0.003005481,0.001444103,0.086055716,0.003689324,0.00769073,0.008489216,0.006252132,0.005247951,0.002751557,0.004656038,0.007538905,0.005332829,0.008138682,0.005401196,0.010140506,0.012375898,0.012611023
8.0,0.001326338,0.012553542,0.02971653,0.002744195,0.000772418,0.002411073,0.001379125,0.001596972,0.002301497,0.00420214,0.003420348,0.00479405,0.018900638,0.005536642,0.013702545,0.028048631,0.01485576,0.005118525,0.012577235,0.005605751
9.0,0.00551696,0.485992017,0.004026581,0.00334,0.002240004,0.003103777,0.003844428,0.007661488,0.006931318,0.00319335,0.010666284,0.009889451,0.002985316,0.025892126,0.024038953,0.004775649,0.007881593,0.006309225,0.032842248,0.007958996
10.0,0.001526679,0.006336124,0.000583372,0.00063917,0.000608234,0.002538168,0.001113234,0.006356495,0.008029964,0.00097243,0.002763343,0.003212842,0.001657238,0.001471273,0.001711509,0.001699879,0.002224021,0.003599677,0.000962946,0.001076246
11.0,0.0217622,0.202781538,0.006331922,0.007557444,0.001755301,0.003521407,0.002692241,0.017545076,0.005917308,0.003990257,0.003674971,0.00751215,0.004982705,0.003998719,0.005371152,0.009459923,0.008514233,0.02764667,0.007726734,0.005166831
12.0,0.001681884,0.011794374,0.008165744,0.013204071,0.019412408,0.016886418,0.041682889,0.029746764,0.01656103,0.02291089,0.037494579,0.037506482,0.063942377,0.084262214,0.039340825,0.03121217,0.015101646,0.036588929,0.030016464,0.029856082
13.0,0.00126017,0.016657681,0.000654901,0.000309932,0.000479682,0.000394074,0.000654642,0.000787779,0.000378673,0.000745756,0.000466378,0.348820151,0.090710733,0.077450158,0.101156686,0.049033544,0.045648773,0.062022542,0.033929961,0.279801199
14.0,0.00546554,0.172051339,0.003210583,0.003596863,0.002389442,0.002552641,0.005463236,0.007625005,0.00605421,0.004104831,0.005985686,0.007102472,0.007330804,0.007458408,0.005641906,0.016239075,0.012276501,0.009249836,0.01305684,0.007450255
15.0,0.003195008,0.00359856,0.000665877,0.000517852,0.001013079,0.001884531,0.10264648,0.003765864,0.003516294,0.01099583,0.001422951,0.004401918,0.004455743,0.00792744,0.004099153,0.019170562,0.006864214,0.003278788,0.008170803,0.008480823
16.0,0.006250203,0.173437079,0.001630571,0.001669201,0.002483548,0.006896444,0.005357561,0.003294531,0.019993626,0.005577507,0.007699074,0.004556171,0.021330522,0.010288626,0.025887355,0.004699556,0.016682763,0.016531589,0.008047429,0.004999878
