trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,7.627468277,0.112707124,0.032341571,0.007656826,0.006922943,0.008821936,0.009366762,0.009928934,0.009681781,0.010890101,0.009217911,0.005682877,0.006883489,0.013195549,0.004742634,0.007140013,0.016977978,0.027990096,0.029139539,0.014134867
2.0,0.001027409,0.001557548,0.019324421,0.011260248,0.00941831,0.010482011,0.00650287,0.004621573,0.004036872,0.009635367,0.00871933,0.009651853,0.009369736,0.018284848,0.009816502,0.009864318,0.021185084,0.011949024,0.020149069,0.01161979
3.0,0.000713696,0.001469182,0.007903745,0.012951322,0.005816322,0.019035665,0.00969172,0.010900829,0.01445308,0.009036979,0.006817991,0.007713871,0.02046494,0.008129033,0.007039076,0.017861363,0.034271739,0.028137096,0.011120515,0.012042764
4.0,0.001656968,0.001484394,0.015617247,0.005507665,0.019545947,0.007602198,0.012375954,0.008844704,0.014595187,0.012225385,0.0189916,0.018385282,0.018197798,0.017615315,0.015965033,0.033688123,0.034819798,0.018693174,0.007961044,0.005770159
5.0,0.000864546,0.001163582,0.00535521,0.006753966,0.004752156,0.004521185,0.018131124,0.007327324,0.007580891,0.005479058,0.005127692,0.008803755,0.021472003,0.00782571,0.013046023,0.010651706,0.007902034,0.006617766,0.024387127,0.009034202
6.0,0.000834719,0.002790912,0.015574371,0.008694766,0.012433382,0.00604728,0.020657516,0.010415556,0.005989073,0.017853802,0.018230344,0.008992128,0.014546179,0.009550754,0.014352928,0.006403384,0.011029829,0.007771855,0.042159723,0.013752136
7.0,0.001343473,0.000925729,0.006641584,0.004861376,0.008553655,0.009315601,0.007197985,0.005618961,0.004026602,0.008601116,0.014184802,0.007421032,0.010309226,0.006036514,0.015932072,0.008331212,0.009902295,0.021787316,0.011896331,0.020890107
8.0,0.001362777,0.000767777,0.005079631,0.004710519,0.007583742,0.005328143,0.009597231,0.005524102,0.007592963,0.010908839,0.009586967,0.005989005,0.007512882,0.006284867,0.010689353,0.021839133,0.00975206,0.015053847,0.023114676,0.009821256
9.0,0.001514911,0.001875639,0.008579654,0.011829204,0.006045454,0.013448718,0.008754865,0.006588656,0.015839564,0.006740533,0.011756181,0.007561808,0.009017085,0.008220638,0.013463484,0.006599471,0.009925075,0.016839309,0.013371339,0.009930211
10.0,0.000647724,0.001313265,0.008097456,0.005431063,0.018800477,0.007489299,0.008542305,0.014184036,0.010337412,0.007141318,0.006711381,0.007790242,0.020438804,0.007416435,0.007338588,0.006974392,0.008285759,0.010405005,0.010522749,0.013300554
11.0,0.002859543,0.001863468,0.001260503,0.005400611,0.009664404,0.007067739,0.017790207,0.0065094,0.006611473,0.005285193,0.00790414,0.005164756,0.008031067,0.020864406,0.005245849,0.013040702,0.008542673,0.007015425,0.013657165,0.011522698
12.0,0.001776187,0.005490672,0.015992935,0.014101607,0.008998622,0.029281295,0.023638986,0.01708929,0.017894663,0.013968343,0.012562554,0.01281666,0.015415033,0.011940181,0.012221457,0.009703573,0.011176103,0.01295464,0.008823069,0.020257643
13.0,0.00784949,0.001490811,0.005403073,0.008224704,0.00778384,0.01083529,0.010509928,0.009562316,0.01707907,0.01158067,0.006500758,0.007294973,0.007931796,0.030625673,0.015765961,0.015692879,0.009795155,0.011278861,0.01378276,0.025227188
14.0,0.001064086,0.005641975,0.008521423,0.015591935,0.010544823,0.01087698,0.007148547,0.009626041,0.013329822,0.008114858,0.010171052,0.009576325,0.00945388,0.039416401,0.0227893,0.009628777,0.007025088,0.011658571,0.009606536,0.014343347
15.0,0.001489764,0.002602979,0.007161753,0.011479345,0.008192901,0.008763425,0.019353132,0.008934658,0.038139786,0.033557309,0.013695378,0.010519574,0.009900968,0.011904078,0.007040999,0.008324236,0.013078838,0.012703639,0.012475211,0.007282841
16.0,0.000991959,0.001806701,0.00740981,0.006542118,0.009514645,0.032326412,0.016736036,0.013356692,0.012297532,0.007852993,0.007267044,0.01178109,0.020662842,0.008040425,0.010579483,0.010715925,0.013064853,0.010385814,0.009964532,0.023602736
17.0,0.002032737,0.005119982,0.014706943,0.028373655,0.012664538,0.013666317,0.015486235,0.019896924,0.021227413,0.01241876,0.010025088,0.027337158,0.007622069,0.010071289,0.008156244,0.00560182,0.012519225,0.005440733,0.007418138,0.010699937
18.0,0.001276896,0.002225008,0.009110213,0.008585176,0.00808076,0.006837257,0.007872693,0.013528975,0.006467275,0.011216601,0.01159076,0.00773453,0.005803126,0.022261843,0.020137213,0.013709591,0.017381413,0.016275274,0.016130728,0.018588333
19.0,0.003975636,0.002441201,0.006004726,0.020071539,0.004960471,0.018047832,0.008567651,0.006999083,0.008913877,0.010053628,0.009445668,0.015344577,0.006186591,0.008274714,0.008497484,0.022648676,0.01308152,0.02701768,0.014246919,0.027915419
20.0,0.00071634,0.001471922,0.008189492,0.010592544,0.01622235,0.021973538,0.015405875,0.017712104,0.006282005,0.013771554,0.020382687,0.01304478,0.01157483,0.014216445,0.012581362,0.011773856,0.010398414,0.014137655,0.026616964,0.012518794
21.0,0.001289995,0.001683917,0.004941722,0.009921535,0.010765359,0.017022014,0.013749587,0.012904429,0.009187418,0.007020313,0.010261251,0.01114114,0.009457468,0.0127647,0.007777199,0.011311958,0.008313711,0.00758298,0.014515416,0.008767997
