trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
10.0,0.000886381,0.000593201,0.001088239,0.000606639,0.0006607,0.000673425,0.000703228,0.0007927,0.000831963,0.000773252,0.000811425,0.000819552,0.000822799,0.000889289,0.000877722,0.000961043,0.001007714,0.000952701,0.001084916,0.001079693,0.001007954,0.001105338,0.001137485,0.001104931,0.001100507,0.001133893,0.00120868,0.001200015,0.001221498,0.005652767,0.001299807,0.001290821,0.001352692,0.001398101,0.001390678,0.001426394,0.001492002,0.001468004,0.001491146,0.001507689,0.001694623,0.001526795,0.001597444,0.001565405,0.001598471,0.001972666,0.001639679,0.001692442,0.001773621,0.001746618
11.0,0.000763515,0.002857824,0.004484859,0.00065729,0.000906981,0.000715895,0.000783868,0.000775658,0.000749141,0.000936701,0.000959039,0.000991337,0.00100691,0.001026721,0.001041934,0.001063766,0.001072432,0.001257054,0.00126772,0.001156269,0.00116088,0.001183355,0.00121604,0.001233431,0.001250189,0.001286364,0.001508544,0.001316377,0.001352984,0.001364001,0.005777836,0.001399613,0.001416297,0.001468112,0.001468754,0.001517022,0.001522343,0.001830028,0.001572709,0.001591243,0.00159954,0.006180236,0.001652375,0.001681848,0.001701393,0.001703898,0.001743883,0.001882324,0.001958939,0.006661149
12.0,0.000842248,0.000572908,0.000627319,0.000732496,0.0007274,0.00073806,0.000733846,0.000776605,0.000763995,0.000860903,0.000807853,0.000826432,0.00087223,0.000894552,0.000917665,0.001032759,0.00093825,0.000980737,0.001011242,0.001005864,0.001021066,0.001097357,0.001127367,0.001353869,0.001360761,0.001385909,0.001212066,0.001239881,0.001275567,0.002384329,0.001298788,0.001319315,0.001342987,0.001372446,0.001379153,0.001643768,0.001420593,0.001724871,0.001467174,0.001485941,0.001545527,0.001545735,0.006042033,0.001572034,0.001602295,0.001627145,0.001873186,0.001676896,0.002021244,0.001710987
13.0,0.000896337,0.001178834,0.000659485,0.000654878,0.000771881,0.000862452,0.000737787,0.000684401,0.000799101,0.000907946,0.000929295,0.000985685,0.000995047,0.001018875,0.001023371,0.00125912,0.001105591,0.002920199,0.001104004,0.001121914,0.001146291,0.00117329,0.001191927,0.001237901,0.001241587,0.001262285,0.001295715,0.001549577,0.001347732,0.001355561,0.001368164,0.001402784,0.001439192,0.001468853,0.001463863,0.001753,0.001525976,0.001545577,0.001554705,0.001595144,0.001598395,0.001629195,0.001639962,0.002792323,0.002946461,0.00458663,0.004964459,0.011229586,0.005301962,0.001838504
14.0,0.000793219,0.000568276,0.000622214,0.000612895,0.000610898,0.000821632,0.000838902,0.000705821,0.000720649,0.000836046,0.000836599,0.000857835,0.000906397,0.000830909,0.000829523,0.000892486,0.000910183,0.000953275,0.000957143,0.000960108,0.001010232,0.001198652,0.001078696,0.001072354,0.001224598,0.001098584,0.001145795,0.001223162,0.001282704,0.001217496,0.005779845,0.001207321,0.005770902,0.001311654,0.00138545,0.001385641,0.002367736,0.001443326,0.001468329,0.006015744,0.001519571,0.00180954,0.001570554,0.001589318,0.00161737,0.001636401,0.001645451,0.001671414,0.00211194,0.001810441
15.0,0.001247461,0.000558918,0.00077747,0.00082343,0.000841614,0.000802277,0.000909567,0.009110594,0.000895116,0.000976479,0.0009393,0.001067874,0.000985856,0.00102718,0.001004513,0.001225516,0.001115536,0.001143697,0.001125744,0.001151258,0.001225563,0.001636831,0.001356467,0.001496924,0.001323113,0.001337614,0.001537686,0.004152838,0.001393772,0.001351459,0.001443614,0.00149937,0.001527344,0.001527316,0.00157098,0.001535799,0.001681393,0.002180335,0.001581558,0.008261658,0.001631995,0.001685342,0.001911182,0.001702563,0.001816297,0.001739942,0.001778393,0.001919623,0.001979334,0.001857599
16.0,0.000804905,0.001452107,0.000620658,0.000729323,0.000770461,0.000745583,0.000890617,0.000774646,0.000771151,0.000791513,0.000772227,0.000816409,0.00086132,0.000899193,0.000890409,0.000893475,0.000904842,0.000939347,0.000945175,0.000981226,0.000992594,0.001103235,0.001048819,0.001058837,0.001082628,0.001096402,0.001217228,0.001227954,0.001181202,0.001280683,0.001303963,0.001342133,0.001320963,0.00136177,0.00136333,0.001396701,0.00152237,0.001729709,0.001711906,0.001881983,0.002267671,0.00220185,0.00212124,0.002302872,0.002344138,0.002495468,0.002521117,0.002583886,0.007043798,0.002679852
17.0,0.000786545,0.000558784,0.000619759,0.000703185,0.000867812,0.000844498,0.00078798,0.000824993,0.000895314,0.000927698,0.000888932,0.000978543,0.000992773,0.001018773,0.001039814,0.001052414,0.001064278,0.001262059,0.00111718,0.001171678,0.001165681,0.001192067,0.001197411,0.001237367,0.004745013,0.001278164,0.001305199,0.001334437,0.001347448,0.001382761,0.001410841,0.001378025,0.001676171,0.001460442,0.001482681,0.002094977,0.001528851,0.001542244,0.001587112,0.001591329,0.001726133,0.001643234,0.001657512,0.001931825,0.001712812,0.006274818,0.001749997,0.001827418,0.001854029,0.005404428
18.0,0.001983603,0.00170483,0.001881574,0.002054866,0.001933127,0.002108786,0.002130051,0.002187138,0.002248983,0.002362393,0.002438394,0.002476602,0.014899681,0.002647572,0.002602424,0.002598823,0.002676994,0.002802268,0.002831072,0.002914582,0.003015304,0.003325026,0.011486176,0.003154336,0.003229955,0.003373432,0.003368794,0.003442179,0.003540053,0.003567456,0.003634951,0.003749134,0.003746603,0.003914571,0.012195654,0.004016161,0.00411862,0.004062535,0.00410268,0.004178258,0.004309506,0.001828806,0.001563781,0.001584288,0.001612411,0.004828076,0.004698751,0.013006803,0.004777939,0.004986248
19.0,0.00247007,0.001654498,0.001811851,0.001766518,0.001949823,0.001975547,0.002138635,0.016394207,0.002319613,0.002353149,0.002476534,0.002510315,0.002769359,0.002615407,0.002783275,0.002998561,0.003265744,0.002885436,0.003089376,0.001985988,0.105915398,0.001190929,0.014250405,0.003408882,0.003438387,0.003515827,0.003515462,0.003681889,0.003733931,0.003785858,0.003874288,0.003964622,0.004027831,0.004064375,0.004145102,0.004251283,0.00438607,0.004501463,0.004550103,0.004498239,0.004716724,0.001704673,0.008397316,0.004754528,0.01771792,0.001779321,0.007588074,0.001767711,0.001827007,0.001870284
