trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,0.820368188,0.007801171,0.012253401,0.029186573,0.007197961,0.005082556,0.005465089,0.008561963,0.006448461,0.00435693,0.004212312,0.007724033,0.005213041,0.008667377,0.005053492,0.008300366,0.006330118,0.003472863,0.003444654,0.003614018
2.0,0.00043965,0.00427977,0.007969516,0.005463305,0.014418545,0.00290916,0.002422315,0.009221775,0.006021978,0.005228439,0.00561885,0.003813909,0.002980928,0.003623772,0.004172708,0.005216912,0.003444396,0.004624267,0.005577608,0.004781858
3.0,0.000325403,0.005078436,0.007696563,0.00646942,0.003445612,0.007534506,0.004349833,0.006660786,0.005029896,0.006776958,0.005325191,0.005492305,0.007012407,0.007759359,0.008544334,0.006712274,0.008721945,0.008479993,0.004900057,0.006504197
4.0,0.000444209,0.010428444,0.006266306,0.021555201,0.003733388,0.020193258,0.006874318,0.003921567,0.002024498,0.016899522,0.011604576,0.011306168,0.011447983,0.013908397,0.001883061,0.008087707,0.003318802,0.013470791,0.003581884,0.0029025
5.0,0.000453962,0.006948317,0.007439874,0.005506428,0.004932076,0.005440139,0.005617004,0.018271636,0.005542962,0.005747883,0.002662475,0.001739706,0.002042127,0.002341663,0.001785493,0.004497201,0.003324016,0.002098961,0.003685129,0.003025463
6.0,0.000274995,0.010616593,0.006832902,0.00575643,0.005585338,0.005172106,0.018699126,0.004082072,0.003007854,0.004023355,0.007597806,0.013702173,0.001903706,0.006271626,0.003112305,0.002245169,0.003248706,0.002226833,0.003085294,0.00467166
7.0,0.000467174,0.009733559,0.007727631,0.02079707,0.003305145,0.006515423,0.003804634,0.002085684,0.00423322,0.003814819,0.001986273,0.001080148,0.000955217,0.001089574,0.001616865,0.001459716,0.001169735,0.001676382,0.001608236,0.001361665
8.0,0.000443302,0.004074566,0.005604685,0.016321215,0.005448294,0.003034723,0.004985529,0.005837338,0.005961951,0.004324838,0.004805127,0.003782162,0.008230943,0.007713905,0.003125071,0.00544934,0.004521642,0.004523128,0.004603609,0.005533692
9.0,0.000415482,0.000940951,0.002628281,0.006903573,0.004596242,0.008091888,0.003250494,0.002909995,0.002483355,0.001766742,0.014703822,0.002196496,0.002763019,0.003477144,0.002906769,0.003190006,0.003972688,0.002935654,0.00433961,0.002282906
10.0,0.000451291,0.003164948,0.006951769,0.008691736,0.003985398,0.004236835,0.005463201,0.004294598,0.00357228,0.003828531,0.002429356,0.003121856,0.002355404,0.0027032,0.003509772,0.003009452,0.005479642,0.004253079,0.004337906,0.002433789
11.0,0.000490781,0.006303736,0.004104737,0.006158131,0.006405254,0.004942432,0.007702102,0.007604588,0.003139629,0.005011868,0.003786578,0.002024592,0.012828668,0.004036123,0.00177229,0.020306009,0.002274148,0.001081011,0.002023215,0.001517306
12.0,0.000333051,0.003084853,0.010428048,0.0046672,0.003736373,0.007607605,0.004212444,0.00929979,0.004952962,0.004469192,0.003761415,0.003501378,0.01703947,0.00212256,0.00421104,0.001820783,0.00246255,0.002903985,0.001901032,0.003470413
13.0,0.000494171,0.006427343,0.594065345,0.00525944,0.006765503,0.007086036,0.01668346,0.006365483,0.006440737,0.006092799,0.016517179,0.008199771,0.018752991,0.005281447,0.009816525,0.007372104,0.005605734,0.017163287,0.008230256,0.007172729
14.0,0.000443562,0.006682914,0.004123399,0.006254281,0.004052799,0.015022013,0.002413797,0.001369131,0.005799016,0.02226118,0.004384721,0.019918105,0.015347802,0.009457646,0.008203088,0.050918682,0.021696175,0.005797109,0.149399536,0.044616348
15.0,0.000392516,0.007619635,0.004860909,0.018703637,0.009181733,0.010581526,0.006094695,0.005178403,0.017614783,0.007495102,0.008579848,0.007818252,0.031188579,0.009509964,0.154305351,0.014066086,0.039246948,0.231204011,0.012488217,0.157620643
16.0,0.000418338,0.008635403,0.012366726,0.005116099,0.003070023,0.018546952,0.003929833,0.003122569,0.005756807,0.006018869,0.007261628,0.004784727,0.003596286,0.003843383,0.004174219,0.010825899,0.005305284,0.00298006,0.00314812,0.005509611
17.0,0.000248796,0.005742572,0.00580636,0.011688715,0.00577405,0.010078216,0.006547505,0.00711099,0.007722024,0.009403106,0.022696546,0.015573447,0.002454583,0.004527382,0.038447275,0.003033919,0.004676927,0.004359166,0.188452333,0.002441568
18.0,0.000423123,0.012675042,0.003988147,0.00601197,0.003907396,0.002978235,0.001693536,0.015610316,0.01029756,0.001882598,0.014383459,0.001741486,0.002842006,0.002156044,0.001311667,0.001931651,0.001949792,0.001284398,0.001167217,0.005589378
19.0,0.000270173,0.007781843,0.012277354,0.008954371,0.009611627,0.00696064,0.005396259,0.019433372,0.003735039,0.005804557,0.009607611,0.04100997,0.023183668,0.014858414,0.012424505,0.144766252,0.012906943,0.016989872,0.030015017,0.012160141
