trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,7.798620354,0.00478927,0.005053292,0.004104201,0.004438454,0.003967669,0.015739577,0.008424088,0.014689617,0.005243137,0.004506057,0.007766723,0.00833536,0.007472782,0.003269104,0.003127711,0.005397278,0.005101589,0.002136867,0.002094023
2.0,0.004767789,0.009463787,0.024265701,0.005336655,0.003351356,0.003707311,0.003982829,0.004071467,0.00394264,0.00550302,0.005033962,0.005506931,0.003445376,0.00493779,0.00394523,0.005593896,0.005091851,0.005842273,0.00314668,0.001810997
3.0,0.003699841,0.004460841,0.003227072,0.007871273,0.005262472,0.00648318,0.00335372,0.005886027,0.007693674,0.009192773,0.008220154,0.009441279,0.007828237,0.008229238,0.005126599,0.006527397,0.005090701,0.003679514,0.003182065,0.012062217
4.0,0.004076253,0.004768085,0.00365964,0.004549132,0.004124923,0.005910676,0.006625285,0.007005885,0.005938538,0.006322361,0.004701252,0.00769867,0.006246886,0.007458817,0.006423857,0.019046449,0.0105652,0.006014902,0.017456593,0.00725801
5.0,0.004056051,0.005454764,0.00613653,0.006549387,0.004580798,0.005157523,0.006785054,0.008060662,0.008006979,0.006067399,0.004699998,0.002701956,0.003835785,0.0035456,0.00623707,0.004209131,0.006070535,0.002021619,0.001336025,0.001575093
6.0,0.003283779,0.006159814,0.003641997,0.002286937,0.005579695,0.003489951,0.00339313,0.003479201,0.005859617,0.014900173,0.005132616,0.004458134,0.006634114,0.018046633,0.003172838,0.003171948,0.003668619,0.002828399,0.003974646,0.003220594
7.0,0.002313286,0.001761076,0.002944874,0.003107808,0.002334696,0.002093936,0.002374891,0.002580884,0.006075358,0.009200986,0.004150429,0.005436044,0.005177301,0.006392216,0.006295742,0.004244649,0.007390869,0.007890083,0.0053518,0.005113944
8.0,0.005736651,0.00321971,0.0086607,0.003985555,0.008477069,0.00657218,0.007800784,0.006936566,0.007386505,0.0068077,0.004855439,0.004694211,0.005739465,0.004478452,0.00321955,0.005381283,0.005267922,0.006779835,0.003808787,0.004350054
9.0,0.004445876,0.005690813,0.005455226,0.004326187,0.0046818,0.00726979,0.006790993,0.005139525,0.007096093,0.006326484,0.003721992,0.006235271,0.005469186,0.006585435,0.007225489,0.0053108,0.006819706,0.005360294,0.004261368,0.004546075
