trial,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.4321591989790924,0.4321591989790924,0.4321591989790924,0.4321591989790924,0.4321591989790924,0.4321591989790924,0.4321591989790924,0.4321591989790924,0.4321591989790924,0.4321591989790924,0.4321591989790924,0.4321591989790924,0.4321591989790924,0.4321591989790924,0.4321591989790924,0.4321591989790924,0.4321591989790924,0.4321591989790924,0.4321591989790924
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.8658609836705998,0.8658609836705998,0.8658609836705998,0.8664941504891105,0.8675354816485464,0.8675354816485464,0.8675354816485464,0.8675354816485464,0.8675354816485464,0.8675354816485464,0.8675354816485464,0.8675354816485464,0.8675354816485464,0.8750120415870636,0.8875156704277037,0.8965606998798853,0.9036069418589576,0.9082163871254199,0.9091893754664305,0.910227725386664
5.0,0.0,0.3828292188104981,0.4442964946496116,0.44440999154738026,0.44506585355794775,0.45550349092078285,0.4658363322310672,0.4658363322310672,0.4762853819857039,0.4860098864672666,0.49428132202554637,0.49428132202554637,0.5229198693508799,0.5472691990267252,0.5472691990267252,0.5662753348595809,0.5662753348595809,0.6105368502531491,0.6463199841251124,0.6787579099959568,0.7109685119735524
6.0,0.0,0.0,0.095294601206643,0.095294601206643,0.095294601206643,0.095294601206643,0.095294601206643,0.095294601206643,0.095294601206643,0.095294601206643,0.095294601206643,0.095294601206643,0.095294601206643,0.095294601206643,0.095294601206643,0.095294601206643,0.095294601206643,0.095294601206643,0.095294601206643,0.095294601206643,0.095294601206643
7.0,0.0,0.8380575423589062,0.8380575423589062,0.8382140493102582,0.8382140493102582,0.8382140493102582,0.8413352118520885,0.8452478567187285,0.8452478567187285,0.8487340850282743,0.8487340850282743,0.8570692968921504,0.8739022095682777,0.8818550624185194,0.8894840870658605,0.8936795208284355,0.8954043990981144,0.8954043990981144,0.8954043990981144,0.8954043990981144,0.8954043990981144
8.0,0.0,0.4278979421913359,0.4278979421913359,0.4278979421913359,0.4278979421913359,0.4278979421913359,0.4278979421913359,0.4278979421913359,0.4278979421913359,0.4278979421913359,0.4278979421913359,0.7315454183147554,0.7315454183147554,0.7317430195964988,0.7376289820687163,0.7429693169460029,0.7503829757293491,0.8233712201344372,0.8268733311714149,0.8268733311714149,0.8268733311714149
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.6555606140849937,0.6555606140849937,0.6555606140849937,0.6555606140849937,0.6555606140849937,0.6555606140849937,0.6555606140849937,0.6555606140849937,0.6555606140849937,0.6555606140849937,0.6555606140849937,0.6555606140849937,0.6555606140849937,0.6555606140849937,0.6555606140849937,0.6555606140849937,0.6555606140849937,0.6555606140849937,0.6555606140849937,0.6555606140849937
12.0,0.0,0.6494734258490106,0.6497492360068489,0.6497492360068489,0.6499539507848257,0.8354915489901764,0.8699959358305772,0.8707099491049916,0.8860821937666744,0.8919126007664009,0.8933601714980034,0.8934714800530357,0.8934714800530357,0.8935843324402973,0.8935843324402973,0.8935843324402973,0.8935843324402973,0.8935843324402973,0.8935843324402973,0.8935843324402973,0.8935843324402973
13.0,0.0,0.0,0.11930529040238075,0.11930529040238075,0.11930529040238075,0.11930529040238075,0.11930529040238075,0.11930529040238075,0.11930529040238075,0.11930529040238075,0.11930529040238075,0.11930529040238075,0.11930529040238075,0.11930529040238075,0.11930529040238075,0.11930529040238075,0.11930529040238075,0.11930529040238075,0.11930529040238075,0.11930529040238075,0.11930529040238075
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.24395246740093243,0.24395246740093243,0.25321265639738194,0.25321265639738194,0.687778893283595,0.6899756130619149,0.6899756130619149,0.6899756130619149,0.6899756130619149,0.6902506960685245,0.6917137054022275,0.694707872180722,0.697023395212981,0.6986022055357326,0.6992503917584209,0.7027660105865219,0.7100649910604915,0.7142819883976499,0.7142819883976499,0.7142819883976499
16.0,0.0,0.33808877949167115,0.33808877949167115,0.33808877949167115,0.33808877949167115,0.33808877949167115,0.33808877949167115,0.33808877949167115,0.33808877949167115,0.33808877949167115,0.33808877949167115,0.33808877949167115,0.33808877949167115,0.33808877949167115,0.33808877949167115,0.33808877949167115,0.33808877949167115,0.33808877949167115,0.33808877949167115,0.33808877949167115,0.33808877949167115
17.0,0.0,0.0,0.1806400707476344,0.1806400707476344,0.1806400707476344,0.1806400707476344,0.1806400707476344,0.1806400707476344,0.1806400707476344,0.1806400707476344,0.1806400707476344,0.1806400707476344,0.1806400707476344,0.1806400707476344,0.1806400707476344,0.1806400707476344,0.1806400707476344,0.1806400707476344,0.1810645622044153,0.1810645622044153,0.1810645622044153
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.6710671700159372,0.6908951596481273,0.6908951596481273,0.6908951596481273,0.6908951596481273,0.6908951596481273,0.6908951596481273,0.6908951596481273,0.6908951596481273,0.6908951596481273,0.6908951596481273,0.6908951596481273,0.692042868839686,0.722600867719459,0.7462649151492572,0.7729418204627966,0.800999216303265,0.8273113573105471,0.8502571030911685,0.8702051292949753
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.37507001993747047,0.37507001993747047,0.37507001993747047,0.37507001993747047,0.37507001993747047,0.37507001993747047,0.37507001993747047,0.37507001993747047,0.37507001993747047,0.37507001993747047,0.37507001993747047,0.37507001993747047,0.37507001993747047,0.37507001993747047,0.37507001993747047,0.37507001993747047,0.37507001993747047,0.37507001993747047,0.37507001993747047
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.8915618817583659,0.8915618817583659,0.8915845718567905,0.8916081701854639,0.8916081701854639,0.8916081701854639,0.8916081701854639,0.8917081788309974,0.8917081788309974,0.8917081788309974,0.8959352094152061,0.9003130863395918,0.9104396523795154,0.91517086882353,0.9238839077079384,0.9276806365693556,0.9296246308456877,0.9301408653039092,0.9301408653039092,0.9301408653039092
27.0,0.0,0.9272474234867993,0.9272637031128285,0.9272654351785863,0.9272654351785863,0.9273482386697606,0.9273482386697606,0.9285015116548107,0.9286216114101585,0.9286216114101585,0.9296314930387081,0.9310374883449137,0.9310374883449137,0.9407107289570688,0.9453711827281551,0.9482855999868182,0.9510142135124328,0.9522474965350924,0.9523976807817149,0.9523976807817149,0.9523976807817149
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,0.0,0.04121866420512723,0.04121866420512723,0.04121866420512723,0.04121866420512723,0.04121866420512723,0.04121866420512723,0.04121866420512723,0.04121866420512723,0.04121866420512723,0.04121866420512723,0.04121866420512723,0.04121866420512723,0.04121866420512723,0.04121866420512723,0.04121866420512723,0.04121866420512723,0.04121866420512723,0.04121866420512723,0.04121866420512723
32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
