trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,0.427556914,0.06286272,0.00076714,0.00162512,0.002285649,0.004363733,0.036512224,0.02540221,0.058969277,0.043398204,0.039398452,0.017603219,0.030360268,0.015058701,0.017419937
2.0,0.050587936,0.124166923,0.01004784,0.001299844,0.001337431,0.001182131,0.001251769,0.00131413,0.001484072,0.001480143,0.001688306,0.008810719,0.001818498,0.001742923,0.001722075
3.0,0.055827677,0.12528466,0.021487691,0.001187475,0.001210642,0.001355781,0.001286696,0.001315137,0.001303965,0.001996043,0.011430021,0.00170975,0.001822552,0.00162191,0.002200229
4.0,0.05867786,0.055698419,0.00088657,0.001625021,0.00252914,0.007929157,1.628385084,0.016130155,0.015462193,0.039658086,0.022401648,0.006858139,0.00801929,0.022136338,0.026332356
5.0,0.02183386,0.12555772,0.016274749,0.027502452,0.001439876,0.001507992,0.001617797,0.001823487,0.001513458,0.017770491,0.002125153,0.002182095,0.002098763,0.001884108,0.002244058
6.0,0.031452729,0.072399625,0.006424086,0.002375389,0.001246314,0.001798344,0.00161205,0.001958974,0.00174843,0.002596357,0.001989184,0.002025608,0.00158398,0.001698791,0.001884722
7.0,0.019185851,0.107856374,0.000838753,0.001448347,0.001991803,0.00295174,0.006946514,0.009267697,0.02904551,0.026521513,0.035071934,0.040621583,0.097343197,0.04787889,0.043574998
8.0,0.023685222,0.009988014,0.022162747,0.001715623,0.001637105,0.001553215,0.001927123,0.001979723,0.010668878,0.001896107,0.002203273,0.002266938,0.002559563,0.001989836,0.002127038
9.0,0.030170116,0.199886629,0.019771633,0.003040239,0.009262682,0.002614111,0.002192073,0.002623381,0.002415543,0.00285521,0.002260236,0.002408123,0.002306734,0.002598603,0.00298963
10.0,0.016705423,0.062759875,0.011838795,0.001391796,0.00145724,0.001606089,0.002054983,0.001596959,0.002307421,0.001825283,0.001863641,0.002650411,0.002162714,0.002191739,0.002303042
11.0,0.047242746,0.020255622,0.014666727,0.002946198,0.00242748,0.002083553,0.002762379,0.002364513,0.003097952,0.002287323,0.002824066,0.002528823,0.002825946,0.002610764,0.002634838
12.0,0.018679275,0.035025988,0.000663213,0.00093107,0.004969205,0.002721569,0.003361336,0.00619911,0.008506148,0.009005062,0.015261784,0.020699685,0.026597858,0.012505116,0.012217799
13.0,0.032211062,0.039922201,0.000609062,0.000699737,0.00359427,0.008391318,0.049196775,0.018554308,0.008132968,0.020660052,0.016574984,0.032550626,0.017021393,0.011304413,0.010632938
