trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,0.816237727,0.000574225,0.000956432,0.000601749,0.026047326,0.00044382,0.000445971,0.000871457,0.000987298,0.000977856,0.000858687,0.000923086,0.000626186,0.001264749,0.001136124,0.000775407,0.00116717,0.000862212,0.001220525,0.000738263
2.0,0.000787076,0.000587387,0.000546196,0.000923516,0.002924739,0.182385656,0.160536394,0.00053574,0.001011183,0.000872367,0.00069999,0.000531502,0.000869342,0.001344354,0.000626337,0.0006512,0.000933447,0.001059773,0.001077592,0.000653931
3.0,0.000390587,0.00037386,0.001058936,0.000898356,0.001044794,0.001041178,0.001096007,0.000768022,0.000506655,0.000936712,0.001000562,0.000578545,0.000540721,0.001050119,0.000616841,0.001090612,0.000634841,0.001356509,0.001040797,0.000730805
4.0,0.000417254,0.000390771,0.000792294,0.000887688,0.000888277,0.000673751,0.000670679,0.000517533,0.000618009,0.011244983,0.001010104,0.000815391,0.001290811,0.000983612,0.001111396,0.001134001,0.000752805,0.001298517,0.000955286,0.001222207
5.0,0.000727438,0.000741499,0.000760668,0.001551406,0.001662651,0.000553597,0.001832918,0.001933525,0.001599441,0.001701685,0.001619049,0.001787402,0.000577778,0.002238894,0.225403489,0.210482044,0.001330585,0.001233493,0.001103982,0.001259414
6.0,0.000729453,0.000411202,0.000414358,0.000428822,0.000692647,0.00050774,0.009987098,0.000705422,0.001023728,0.000965455,0.001009971,0.000889068,0.001042874,0.000915399,0.001039721,0.000629986,0.000991859,0.000717266,0.001381824,0.001132621
7.0,0.000739636,0.00077952,0.00045996,0.001091038,0.000510151,0.00049892,0.000604149,0.000961277,0.000612553,0.000549586,0.000732864,0.000572955,0.001053809,0.001178339,0.001207644,0.001100968,0.001115024,0.009235929,0.008056482,0.026794193
8.0,0.000668244,0.00074847,0.000620764,0.001691468,0.001589774,0.001832286,0.001792416,0.000690907,0.001662683,0.001783289,0.001623854,0.00191208,0.001697923,0.000691805,0.000564969,0.000673172,0.001021915,0.000632249,0.001150103,0.000807587
9.0,0.000387634,0.000392599,0.000528748,0.000836663,0.000578996,0.000630215,0.000623013,0.001638255,0.000488736,0.000544395,0.000666353,0.001031942,0.000568323,0.000703915,0.000589593,0.000644371,0.001105997,0.001151509,0.000931057,0.000704966
10.0,0.00070539,0.000553414,0.009476114,0.001412165,0.001374278,0.00143765,0.000687496,0.000543811,0.001137294,0.001807884,0.001949788,0.001708982,0.001708535,0.002059254,0.002185376,0.001766951,0.002920219,0.002162974,0.002436722,0.003565322
11.0,0.000425559,0.000383077,0.00042295,0.000704867,0.00094262,0.000610174,0.000962413,0.000510894,0.000956303,0.000641585,0.000550849,0.001136869,0.000783927,0.000571244,0.000868013,0.000632193,0.001132466,0.001301256,0.001467141,0.00082428
12.0,0.000526284,0.000748336,0.000961593,0.000906886,0.000792419,0.001019286,0.001131404,0.000889062,0.000519875,0.000493229,0.001010028,0.000595477,0.000675907,0.000836337,0.001067393,0.001160281,0.000864758,0.000782875,0.001020544,0.000638816
13.0,0.000627396,0.000733185,0.000402392,0.000417753,0.00091088,0.000838997,0.000905636,0.000811819,0.000478817,0.000591679,0.000598239,0.000508483,0.000554215,0.000559735,0.000653574,0.000776942,0.001021219,0.001336579,0.000935669,0.001093279
14.0,0.000748212,0.000720515,0.000810624,0.000843925,0.000708503,0.000860334,0.001044059,0.000799216,0.000937713,0.000612766,0.001096735,0.000617943,0.001024678,0.001038675,0.001010444,0.000795995,0.001052936,0.001266791,0.220099545,0.187197055
15.0,0.000400074,0.000391815,0.000446863,0.000630796,0.000467903,0.00048883,0.000539501,0.00099975,0.000700204,0.000740038,0.000885289,0.000610664,0.000603733,0.000574099,0.002748571,0.032505924,0.197869349,0.001118707,0.000657105,0.000630632
16.0,0.00042063,0.000398536,0.0005118,0.00054023,0.000762432,0.000515483,0.001101957,0.001330418,0.007727279,0.057819931,0.043730015,0.000550389,0.000730644,0.0006446,0.001273575,0.000602391,0.000698913,0.000945266,0.000796429,0.001176259
