trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,39.584495832,8.264500483,113.136916584,114.455547718,109.113876372,110.091987156,95.811270366,96.933069929,97.83069334,112.063596671,113.309874144,115.263188763,116.786514356,118.187202237,119.938446094,121.728671032,123.290682081,124.961668759,127.224082706,128.82769653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,13.24468949,123.11672297,109.887385609,119.766230757,119.614478592,121.424373461,122.344291633,125.037124332,126.350889229,127.934320122,128.749277793,130.712588359,132.007724051,133.612282394,135.671839038,138.591567385,143.318106902,130.33823851,132.619455001,132.667286984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,14.408008106,10.913268924,115.967137874,117.379498727,103.925211432,104.862321388,105.892584933,88.677821011,114.19447801,116.002136616,117.18189072,118.983266999,120.36305399,122.548294593,124.725531872,126.513298206,128.569024778,130.781897155,132.418466944,134.174131045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,13.530977563,12.028303699,111.882443747,119.16622821,110.835307201,93.764820643,94.930582934,98.158299929,99.35275217,102.346585991,104.023399071,106.935808726,108.221133362,99.662720637,96.05302345,93.992778415,120.99418456,121.036785368,122.366153032,95.932571155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13.45134335,90.401269655,91.965923193,119.625089976,94.67109544,96.408337002,94.677791014,97.043623049,115.521746567,117.482938593,119.466403812,121.338246149,123.272747142,125.137623287,127.286714409,129.558514063,131.24580359,133.311440319,135.178061939,136.955534579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,15.878569838,115.318489577,108.921529624,109.883127802,111.464981002,113.451522813,115.426638943,128.752817221,112.548542136,119.437876069,106.572844754,95.256423561,96.777159346,98.244576401,99.990324541,101.798579788,103.605645239,105.229886269,106.858277211,108.503115147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,13.83909515,115.964867302,105.546968331,131.212849798,120.603905338,122.583557069,124.302752336,127.582538552,130.049040657,131.924982962,133.949581626,135.489802137,138.322966197,140.135205903,142.609852404,145.011614353,147.966449568,150.530135856,153.38068537,155.684618906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,13.397519991,117.905201638,118.348798336,119.742050772,120.786044859,122.593229187,124.744656671,126.980829689,130.0098717,132.763626968,134.070309201,136.389944668,138.442327916,140.5224693,143.715818859,146.303917194,148.161438197,150.571742285,152.890739101,154.402136287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,14.347718184,87.337065728,106.027758075,95.454958825,109.624802189,111.258103409,111.439139768,109.931026631,110.175565591,126.14452499,128.088941819,117.612970911,103.100525395,104.231357255,106.846968322,110.035859025,135.871351133,111.833481138,120.857647562,122.626287972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,13.845600848,116.761215178,118.234597847,119.489579088,97.502929056,110.519533653,112.57520828,114.910908398,117.338174613,120.495778818,122.217700653,124.692807446,125.950028501,128.069264621,130.443825233,133.029334704,134.872023034,137.497599789,139.196713063,141.296031438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
